State,Hospital name,Establishment ID,Medicare Provider No.,Local Hospital Network identifier,Local Hospital Network,Address Line 1,Address Line 2,asgc_ra,Remoteness area,Number of available beds,2012-13 Peer Group code,Peer Group Name,Provided data for NPHED,Provided data for NHMD,Provided data for NAPEDCD,Provided data for ESWT,Provided data for NNAPCD,IHPA funding designation
NSW,Menindee Health Service,1186K1010,,115,Far West,Perry                                         St,Menindee                                               2879,4,Very remote,0,OT,Outpatient hospital,Yes,No,Yes,No,Yes,Block-funded hospital
NSW,Mercy Care Centre Albury,1184M2120,0011690Y,114,Murrumbidgee,550 Poole                                         St,Albury                                                 2640,1,Inner Regional,30,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Block-funded hospital
NSW,Mercy Care Centre Young,1184N2100,0011710K,114,Murrumbidgee,69 Demondrille                                   St,Young                                                  2594,1,Inner Regional,26,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
NSW,Merriwa (MPS),1180Q2080,0011720J,109,Hunter New England,1 Mackenzie                                     St,Merriwa                                                2329,2,Outer Regional,22.8,VS,Very small,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Milton and Ulladulla,1173P2050,0011740F,108,Illawarra Shoalhaven,104 Princes                                       Hwy,Milton                                                 2538,1,Inner Regional,25.8,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Block-funded hospital
NSW,Molong,1185L2140,0011750B,112,Western NSW,130 King                                          St,Molong                                                 2866,1,Inner Regional,10.5,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Mona Vale,1176B2140,0012470B,106,Northern Sydney,18 Coronation                                    St,Mona Vale                                              2103,0,Major Cities,167.6,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Moree,1180J2120,0011760A,109,Hunter New England,35 Alice                                         St,Moree                                                  2400,2,Outer Regional,37.6,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Morisset,1480Q1010,,109,Hunter New England,143 Dora                                          St,Morisset                                               2264,0,Major Cities,128.6,Ps,Psychiatric,Yes,Yes,No,No,No,Block-funded hospital
NSW,Moruya,1183N2110,0011780X,113,Southern NSW,2 River                                         St,Moruya                                                 2537,1,Inner Regional,54.8,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Mount Druitt,1174D2180,0012780K,104,Western Sydney,75 Railway                                       St,Mount Druitt                                           2770,0,Major Cities,130.9,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Mudgee,1185K2160,0011790W,112,Western NSW,139 Church                                        St,Mudgee                                                 2850,1,Inner Regional,29.5,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Mullumbimby,1181H2200,0011800J,111,Northern NSW,1 Azalea                                        St,Mullumbimby                                            2482,1,Inner Regional,0,S1,Public acute group C,Yes,No,No,No,Yes,Block-funded hospital
NSW,Murrumburrah - Harden (MPS),1184N2130,0011810H,114,Murrumbidgee,54 Swift                                         St,Harden                                                 2587,1,Inner Regional,33,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Murrurundi,1180Q2190,0012390B,109,Hunter New England,59 O'Connell                                     St,Murrurundi                                             2338,2,Outer Regional,18,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Murwillumbah,1181H2210,0012210A,111,Northern NSW,8 Ewing                                         St,Murwillumbah                                           2484,1,Inner Regional,62.9,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Muswellbrook,1180Q2090,0010800W,109,Hunter New England,36 Brentwood                                     St,Muswellbrook                                           2333,1,Inner Regional,54.3,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Block-funded hospital
NSW,Narrabri,1180J2130,0011830B,109,Hunter New England,11 Cameron                                       St,Narrabri                                               2390,2,Outer Regional,30,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Block-funded hospital
NSW,Narrandera,1184R2150,0011840A,114,Murrumbidgee,56 Adams                                         St,Narrandera                                             2700,2,Outer Regional,20.1,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Block-funded hospital
NSW,Narromine,1185K2170,0011850Y,112,Western NSW,128 Cathundral                                    St,Narromine                                              2821,2,Outer Regional,24.8,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Nepean,1175D2100,0011860X,105,Nepean Blue Mountains,256 Derby                                         St,Kingswood                                              2747,0,Major Cities,591.2,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Neringah,1176B2090,0010130W,106,Northern Sydney,4 Neringah                                      Ave,Wahroonga South                                        2076,0,Major Cities,15,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
NSW,Nimbin (MPS),1181H2150,0011890L,111,Northern NSW,87 Cullen                                        St,Nimbin                                                 2480,1,Inner Regional,13.6,VS,Very small,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Nyngan (MPS),1185K2180,0011900F,112,Western NSW,15 Hoskins                                       St,Nyngan                                                 2825,3,Remote,42,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Oberon (MPS),1185L2150,0011910B,112,Western NSW,67 North                                         St,Oberon                                                 2787,1,Inner Regional,18,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Orange Health Service,1185L2160,0011920A,112,Western NSW,1502 Forest                                        Rd,Orange                                                 2800,1,Inner Regional,318.4,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Pambula,1183N2140,0011930Y,113,Southern NSW,1 Merimbola                                     St,Pambula                                                2549,2,Outer Regional,29.8,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Parkes,1185L2170,0011940X,112,Western NSW,18 Coleman                                       Rd,Parkes                                                 2870,2,Outer Regional,29.6,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Peak Hill,1185L2180,0011950W,112,Western NSW,111 Newell                                        Hwy,Peak Hill                                              2869,2,Outer Regional,4,VS,Very small,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Port Kembla,1173P2060,0012480A,108,Illawarra Shoalhaven,89 Cowper                                        St,Warrawong                                              2502,0,Major Cities,57.3,N1,Mixed subacute and non-acute,Yes,Yes,No,No,Yes,Activity-based funded hospital
NSW,Port Macquarie,1182H2720,0017070A,110,Mid North Coast,1 Wrights                                       Rd,Port Macquarie                                         2444,1,Inner Regional,200.3,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Portland,1175L2200,0011960T,105,Nepean Blue Mountains,20 Green                                         St,Portland                                               2847,1,Inner Regional,26,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
NSW,Prince Albert Tenterfield,1180J2140,0011970L,109,Hunter New England,1 Naas                                          St,Tenterfield                                            2372,2,Outer Regional,18,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Prince of Wales,1172C2080,0010260H,101,South Eastern Sydney,147 Barker                                        St,Randwick                                               2031,0,Major Cities,493.6,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Queanbeyan,1183N2150,0011980K,113,Southern NSW,16 Erin                                          St,Queanbeyan                                             2620,0,Major Cities,56.7,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Quirindi,1180J2150,0011990J,109,Hunter New England,42 Nowland                                       St,Quirindi                                               2343,2,Outer Regional,20,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,RPAH Institute of Rheumatology & Orthopa,1170A2390,,102,Sydney,57 Missenden                                     Rd,Camperdown                                             2050,0,Major Cities,24.5,O3,Other public acute specialised,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
NSW,Riverlands Drug and Alcohol Centre,1181H2670,0011590B,111,Northern NSW,Cnr Uralba & Hunter                           St,Lismore                                                2480,1,Inner Regional,14,O2,Drug and alcohol hospital,Yes,Yes,No,No,Yes,Block-funded hospital
NSW,Royal For Women,1172C2200,0010070L,101,South Eastern Sydney,Barker                                        St,Randwick                                               2031,0,Major Cities,121,W1,Womens,Yes,Yes,No,Yes,Yes,Activity-based funded hospital
NSW,Royal North Shore,1176B2180,0010310L,106,Northern Sydney,1 Reserve                                       Rd,St Leonards                                            2065,0,Major Cities,721.3,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Royal Prince Alfred,1170A2080,0010320k,102,Sydney,50 Missenden                                     Rd,Camperdown                                             2050,0,Major Cities,762.3,PR,Principal referral,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Royal Rehabilitation,1176B2210,0012600J,106,Northern Sydney,227 Morrison                                      Rd,Ryde                                                   2112,0,Major Cities,48,N2,Rehabilitation and GEM,Yes,Yes,No,No,Yes,Activity-based funded hospital
NSW,Ryde,1176B2240,0010390X,106,Northern Sydney,1 Denistone                                     Rd,Eastwood                                               2122,0,Major Cities,160.2,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
NSW,Rylstone (MPS),1185L2210,0012010J,112,Western NSW,24 Fitzgerald                                    St,Rylstone                                               2849,2,Outer Regional,26,S2,Public acute group D,Yes,Yes,Yes,No,Yes,Block-funded hospital
NSW,Scott Memorial Scone,1180Q2160,0012050A,109,Hunter New England,24 Stafford                                      St,Scone                                                  2337,1,Inner Regional,39.7,S1,Public acute group C,Yes,Yes,Yes,Yes,Yes,Block-funded hospital
NSW,Shellharbour,1173P2110,0010060T,108,Illawarra Shoalhaven,15 Madigan                                       BVD,Mount Warrigal                                         2528,0,Major Cities,179.8,M,Public acute group B,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
